LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2asture;_3",Parameter = "Curve Number ID",Record # = "953",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2asture;_4",Parameter = "Curve Number ID",Record # = "961",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "rye_and_f1",Parameter = "Curve Number ID",Record # = "969",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "rye_and_f2",Parameter = "Curve Number ID",Record # = "989",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "continuou1",Parameter = "Curve Number ID",Record # = "1009",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "continuou2",Parameter = "Curve Number ID",Record # = "1017",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_1",Parameter = "Curve Number ID",Record # = "1097",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_2",Parameter = "Curve Number ID",Record # = "1105",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "intensive1",Parameter = "Curve Number ID",Record # = "1113",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "intensive2",Parameter = "Curve Number ID",Record # = "1121",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "rotationa1",Parameter = "Curve Number ID",Record # = "1201",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "rotationa2",Parameter = "Curve Number ID",Record # = "1209",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_3",Parameter = "Curve Number ID",Record # = "1289",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_4",Parameter = "Curve Number ID",Record # = "1292",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_5",Parameter = "Curve Number ID",Record # = "1373",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_6",Parameter = "Curve Number ID",Record # = "1375",A blank was encountered on the first event of a new management schedule with an operation date of "04/20/0003". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_7",Parameter = "Curve Number ID",Record # = "1377",A blank was encountered on the first event of a new management schedule with an operation date of "04/20/0003". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas1",Parameter = "Curve Number ID",Record # = "1379",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas2",Parameter = "Curve Number ID",Record # = "1429",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas3",Parameter = "Curve Number ID",Record # = "1481",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "alfalfa_h1",Parameter = "Curve Number ID",Record # = "1483",A blank was encountered on the first event of a new management schedule with an operation date of "05/30/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_8",Parameter = "Curve Number ID",Record # = "1494",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_9",Parameter = "Curve Number ID",Record # = "1498",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_10",Parameter = "Curve Number ID",Record # = "1501",A blank was encountered on the first event of a new management schedule with an operation date of "03/20/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_11",Parameter = "Curve Number ID",Record # = "1505",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_12",Parameter = "Curve Number ID",Record # = "1509",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "alfalfa_h2",Parameter = "Curve Number ID",Record # = "1512",A blank was encountered on the first event of a new management schedule with an operation date of "04/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "alfalfa_h3",Parameter = "Curve Number ID",Record # = "1520",A blank was encountered on the first event of a new management schedule with an operation date of "04/10/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_13",Parameter = "Curve Number ID",Record # = "1540",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_14",Parameter = "Curve Number ID",Record # = "1543",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "corn;sil12",Parameter = "Curve Number ID",Record # = "1546",A blank was encountered on the first event of a new management schedule with an operation date of "04/08/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_15",Parameter = "Curve Number ID",Record # = "1573",A blank was encountered on the first event of a new management schedule with an operation date of "09/23/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_16",Parameter = "Curve Number ID",Record # = "1578",A blank was encountered on the first event of a new management schedule with an operation date of "09/11/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_17",Parameter = "Curve Number ID",Record # = "1582",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_18",Parameter = "Curve Number ID",Record # = "1585",A blank was encountered on the first event of a new management schedule with an operation date of "08/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas4",Parameter = "Curve Number ID",Record # = "1587",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0002". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "warm_seas5",Parameter = "Curve Number ID",Record # = "1627",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "sorghum_s1",Parameter = "Curve Number ID",Record # = "1671",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
